REF_DATE,GEO,DGUID,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v115252400,43.1.1.3.5,58.5
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v115252400,43.1.1.3.5,50.3
2015/2016,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v115252401,43.1.1.3.6,75.1
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v115252401,43.1.1.3.6,71.1
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v115252401,43.1.1.3.6,65.7
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v115252401,43.1.1.3.6,56.8
2015/2016,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v115252402,43.1.1.3.7,0
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v115252402,43.1.1.3.7,0
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v115252402,43.1.1.3.7,-1
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v115252402,43.1.1.3.7,-1
2015/2016,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent",Statistically different from the provincial rate,Number,223,units,0,v115252403,43.1.1.3.8,0
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent",Statistically different from the provincial rate,Number,223,units,0,v115252403,43.1.1.3.8,0
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent",Statistically different from the provincial rate,Number,223,units,0,v115252403,43.1.1.3.8,-1
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent",Statistically different from the provincial rate,Number,223,units,0,v115252403,43.1.1.3.8,
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v1078787011,43.1.1.3.9,-1
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v1078787011,43.1.1.3.9,-1
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v1078787011,43.1.1.3.9,-1
2015/2016,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v115252404,43.1.1.4.1,28600
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v115252404,43.1.1.4.1,41500
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v115252404,43.1.1.4.1,53700
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v115252404,43.1.1.4.1,70000
2015/2016,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v115252405,43.1.1.4.2,22900
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v115252405,43.1.1.4.2,34100
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v115252405,43.1.1.4.2,39000
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v115252405,43.1.1.4.2,56800
2015/2016,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v115252406,43.1.1.4.3,35500
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v115252406,43.1.1.4.3,49100
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v115252406,43.1.1.4.3,66500
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v115252406,43.1.1.4.3,82200
2015/2016,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v115252407,43.1.1.4.4,7.5
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v115252407,43.1.1.4.4,9.2
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v115252407,43.1.1.4.4,11.9
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v115252407,43.1.1.4.4,15.7
2015/2016,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v115252408,43.1.1.4.5,6.1
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v115252408,43.1.1.4.5,7.6
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v115252408,43.1.1.4.5,9.6
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v115252408,43.1.1.4.5,13.3
2015/2016,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v115252409,43.1.1.4.6,9.1
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v115252409,43.1.1.4.6,11.2
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v115252409,43.1.1.4.6,14.8
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v115252409,43.1.1.4.6,18.3
2015/2016,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v115252410,43.1.1.4.7,0
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v115252410,43.1.1.4.7,1
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v115252410,43.1.1.4.7,1
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v115252410,43.1.1.4.7,1
2015/2016,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Statistically different from the provincial rate,Number,223,units,0,v115252411,43.1.1.4.8,0
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Statistically different from the provincial rate,Number,223,units,0,v115252411,43.1.1.4.8,0
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Statistically different from the provincial rate,Number,223,units,0,v115252411,43.1.1.4.8,0
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Statistically different from the provincial rate,Number,223,units,0,v115252411,43.1.1.4.8,
2017/2018,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v1078787012,43.1.1.4.9,0
2019/2020,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v1078787012,43.1.1.4.9,0
2021/2022,"Medium population centres, Alberta",,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v1078787012,43.1.1.4.9,1
2015/2016,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v115252412,43.1.1.5.1,88300
2017/2018,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v115252412,43.1.1.5.1,98500
2019/2020,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v115252412,43.1.1.5.1,99300
2021/2022,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,Number,223,units,0,v115252412,43.1.1.5.1,91700
2015/2016,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,223,units,0,v115252413,43.1.1.5.2,76100
2017/2018,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,223,units,0,v115252413,43.1.1.5.2,84000
2019/2020,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,223,units,0,v115252413,43.1.1.5.2,83600
2021/2022,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,223,units,0,v115252413,43.1.1.5.2,78600
2015/2016,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,223,units,0,v115252414,43.1.1.5.3,99300
2017/2018,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,223,units,0,v115252414,43.1.1.5.3,113700
2019/2020,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,223,units,0,v115252414,43.1.1.5.3,115300
2021/2022,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,223,units,0,v115252414,43.1.1.5.3,104000
2015/2016,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v115252415,43.1.1.5.4,22.8
2017/2018,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v115252415,43.1.1.5.4,21.4
2019/2020,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v115252415,43.1.1.5.4,21.5
2021/2022,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v115252415,43.1.1.5.4,20.4
2015/2016,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, percent",Percent,239,units,0,v115252416,43.1.1.5.5,20.7
2017/2018,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, percent",Percent,239,units,0,v115252416,43.1.1.5.5,18.9
2019/2020,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, percent",Percent,239,units,0,v115252416,43.1.1.5.5,18.7
2021/2022,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, percent",Percent,239,units,0,v115252416,43.1.1.5.5,18.2
2015/2016,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, percent",Percent,239,units,0,v115252417,43.1.1.5.6,24.9
2017/2018,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, percent",Percent,239,units,0,v115252417,43.1.1.5.6,24.2
2019/2020,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, percent",Percent,239,units,0,v115252417,43.1.1.5.6,24.6
2021/2022,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, percent",Percent,239,units,0,v115252417,43.1.1.5.6,22.9
2015/2016,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the Canada rate,Number,223,units,0,v115252418,43.1.1.5.7,0
2017/2018,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the Canada rate,Number,223,units,0,v115252418,43.1.1.5.7,0
2019/2020,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the Canada rate,Number,223,units,0,v115252418,43.1.1.5.7,0
2021/2022,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the Canada rate,Number,223,units,0,v115252418,43.1.1.5.7,0
2015/2016,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the provincial rate,Number,223,units,0,v115252419,43.1.1.5.8,0
2017/2018,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the provincial rate,Number,223,units,0,v115252419,43.1.1.5.8,0
2019/2020,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the provincial rate,Number,223,units,0,v115252419,43.1.1.5.8,0
2021/2022,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from the provincial rate,Number,223,units,0,v115252419,43.1.1.5.8,
2017/2018,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,223,units,0,v1078787013,43.1.1.5.9,0
2019/2020,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,223,units,0,v1078787013,43.1.1.5.9,0
2021/2022,"Medium population centres, Alberta",,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,223,units,0,v1078787013,43.1.1.5.9,0
2015/2016,"Medium population centres, Alberta",,Mood disorder,Number of persons,Number,223,units,0,v115252484,43.1.1.14.1,33400
2017/2018,"Medium population centres, Alberta",,Mood disorder,Number of persons,Number,223,units,0,v115252484,43.1.1.14.1,54900
2019/2020,"Medium population centres, Alberta",,Mood disorder,Number of persons,Number,223,units,0,v115252484,43.1.1.14.1,56100
2021/2022,"Medium population centres, Alberta",,Mood disorder,Number of persons,Number,223,units,0,v115252484,43.1.1.14.1,57800
2015/2016,"Medium population centres, Alberta",,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v115252485,43.1.1.14.2,27500
2017/2018,"Medium population centres, Alberta",,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v115252485,43.1.1.14.2,46500
2019/2020,"Medium population centres, Alberta",,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v115252485,43.1.1.14.2,44600
2021/2022,"Medium population centres, Alberta",,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v115252485,43.1.1.14.2,48300
2015/2016,"Medium population centres, Alberta",,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v115252486,43.1.1.14.3,39400
2017/2018,"Medium population centres, Alberta",,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v115252486,43.1.1.14.3,64700
2019/2020,"Medium population centres, Alberta",,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v115252486,43.1.1.14.3,68500
2021/2022,"Medium population centres, Alberta",,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v115252486,43.1.1.14.3,67700
2015/2016,"Medium population centres, Alberta",,Mood disorder,Percent,Percent,239,units,0,v115252487,43.1.1.14.4,8.6
2017/2018,"Medium population centres, Alberta",,Mood disorder,Percent,Percent,239,units,0,v115252487,43.1.1.14.4,11.9
2019/2020,"Medium population centres, Alberta",,Mood disorder,Percent,Percent,239,units,0,v115252487,43.1.1.14.4,12.1
2021/2022,"Medium population centres, Alberta",,Mood disorder,Percent,Percent,239,units,0,v115252487,43.1.1.14.4,12.9
2015/2016,"Medium population centres, Alberta",,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v115252488,43.1.1.14.5,7.2
2017/2018,"Medium population centres, Alberta",,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v115252488,43.1.1.14.5,10.2
2019/2020,"Medium population centres, Alberta",,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v115252488,43.1.1.14.5,10.1
2021/2022,"Medium population centres, Alberta",,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v115252488,43.1.1.14.5,11
2015/2016,"Medium population centres, Alberta",,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v115252489,43.1.1.14.6,10.2
2017/2018,"Medium population centres, Alberta",,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v115252489,43.1.1.14.6,13.9
2019/2020,"Medium population centres, Alberta",,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v115252489,43.1.1.14.6,14.4
2021/2022,"Medium population centres, Alberta",,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v115252489,43.1.1.14.6,15
2015/2016,"Medium population centres, Alberta",,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v115252490,43.1.1.14.7,0
2017/2018,"Medium population centres, Alberta",,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v115252490,43.1.1.14.7,1
2019/2020,"Medium population centres, Alberta",,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v115252490,43.1.1.14.7,1
2021/2022,"Medium population centres, Alberta",,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v115252490,43.1.1.14.7,1
2015/2016,"Medium population centres, Alberta",,Mood disorder,Statistically different from the provincial rate,Number,223,units,0,v115252491,43.1.1.14.8,0
2017/2018,"Medium population centres, Alberta",,Mood disorder,Statistically different from the provincial rate,Number,223,units,0,v115252491,43.1.1.14.8,1
2019/2020,"Medium population centres, Alberta",,Mood disorder,Statistically different from the provincial rate,Number,223,units,0,v115252491,43.1.1.14.8,0
2021/2022,"Medium population centres, Alberta",,Mood disorder,Statistically different from the provincial rate,Number,223,units,0,v115252491,43.1.1.14.8,
2017/2018,"Medium population centres, Alberta",,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v1078787022,43.1.1.14.9,1
2019/2020,"Medium population centres, Alberta",,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v1078787022,43.1.1.14.9,0
2021/2022,"Medium population centres, Alberta",,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v1078787022,43.1.1.14.9,0
2021/2022,"Medium population centres, Alberta",,Anxiety disorder,Number of persons,Number,223,units,0,v1707335672,43.1.1.28.1,66000
2021/2022,"Medium population centres, Alberta",,Anxiety disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v1707335673,43.1.1.28.2,54200
2021/2022,"Medium population centres, Alberta",,Anxiety disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v1707335674,43.1.1.28.3,77600
2021/2022,"Medium population centres, Alberta",,Anxiety disorder,Percent,Percent,239,units,0,v1707335675,43.1.1.28.4,14.7
2021/2022,"Medium population centres, Alberta",,Anxiety disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v1707335676,43.1.1.28.5,12.7
2021/2022,"Medium population centres, Alberta",,Anxiety disorder,"High 95% confidence interval, percent",Percent,239,units,0,v1707335677,43.1.1.28.6,17.1
2021/2022,"Medium population centres, Alberta",,Anxiety disorder,Statistically different from the Canada rate,Number,223,units,0,v1707335678,43.1.1.28.7,0
2021/2022,"Medium population centres, Alberta",,Anxiety disorder,Statistically different from the provincial rate,Number,223,units,0,v1707335679,43.1.1.28.8,
2021/2022,"Medium population centres, Alberta",,Anxiety disorder,Statistically different from previous reference period,Number,223,units,0,v1707335680,43.1.1.28.9,
2015/2016,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v115252556,43.1.1.23.1,263500
2017/2018,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v115252556,43.1.1.23.1,302000
2019/2020,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v115252556,43.1.1.23.1,309100
2021/2022,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v115252556,43.1.1.23.1,297300
2015/2016,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v115252557,43.1.1.23.2,236600
2017/2018,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v115252557,43.1.1.23.2,271600
2019/2020,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v115252557,43.1.1.23.2,279500
2021/2022,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v115252557,43.1.1.23.2,273600
2015/2016,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v115252558,43.1.1.23.3,288700
2017/2018,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v115252558,43.1.1.23.3,331000
2019/2020,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v115252558,43.1.1.23.3,340400
2021/2022,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v115252558,43.1.1.23.3,318900
2015/2016,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v115252559,43.1.1.23.4,70
2017/2018,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v115252559,43.1.1.23.4,67.5
2019/2020,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v115252559,43.1.1.23.4,69.2
2021/2022,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v115252559,43.1.1.23.4,66.5
2015/2016,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v115252560,43.1.1.23.5,67.1
2017/2018,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v115252560,43.1.1.23.5,64.7
2019/2020,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v115252560,43.1.1.23.5,65.7
2021/2022,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v115252560,43.1.1.23.5,63.8
2015/2016,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v115252561,43.1.1.23.6,72.8
2017/2018,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v115252561,43.1.1.23.6,70.3
2019/2020,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v115252561,43.1.1.23.6,72.6
2021/2022,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v115252561,43.1.1.23.6,69.2
2015/2016,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v115252562,43.1.1.23.7,0
2017/2018,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v115252562,43.1.1.23.7,0
2019/2020,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v115252562,43.1.1.23.7,0
2021/2022,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v115252562,43.1.1.23.7,0
2015/2016,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the provincial rate,Number,223,units,0,v115252563,43.1.1.23.8,0
2017/2018,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the provincial rate,Number,223,units,0,v115252563,43.1.1.23.8,0
2019/2020,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the provincial rate,Number,223,units,0,v115252563,43.1.1.23.8,0
2021/2022,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the provincial rate,Number,223,units,0,v115252563,43.1.1.23.8,
2017/2018,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v1078787031,43.1.1.23.9,0
2019/2020,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v1078787031,43.1.1.23.9,0
2021/2022,"Medium population centres, Alberta",,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v1078787031,43.1.1.23.9,0
2015/2016,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v115252564,43.1.1.24.1,356100
2017/2018,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v115252564,43.1.1.24.1,416000
2019/2020,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v115252564,43.1.1.24.1,412400
2021/2022,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v115252564,43.1.1.24.1,395300
2015/2016,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v115252565,43.1.1.24.2,314900
2017/2018,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v115252565,43.1.1.24.2,373900
2019/2020,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v115252565,43.1.1.24.2,373500
2021/2022,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v115252565,43.1.1.24.2,363000
2015/2016,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v115252566,43.1.1.24.3,391500
2017/2018,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v115252566,43.1.1.24.3,453200
2019/2020,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v115252566,43.1.1.24.3,450200
2021/2022,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v115252566,43.1.1.24.3,421400
2015/2016,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v115252567,43.1.1.24.4,93.1
2017/2018,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v115252567,43.1.1.24.4,92.6
2019/2020,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v115252567,43.1.1.24.4,91.9
2021/2022,"Medium population centres, Alberta",,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v115252567,43.1.1.24.4,88.7
