REF_DATE,GEO,DGUID,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v42958998,137.1.1.2.1,91699
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v42958998,137.1.1.2.1,97065
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v42958999,137.1.1.2.2,87021
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v42958999,137.1.1.2.2,90961
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v42959000,137.1.1.2.3,96376
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v42959000,137.1.1.2.3,103168
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v42959002,137.1.1.2.5,73.1
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v42959002,137.1.1.2.5,74.5
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v42959003,137.1.1.2.6,69.6
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v42959003,137.1.1.2.6,69.7
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v42959004,137.1.1.2.7,76.6
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v42959004,137.1.1.2.7,79.2
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v42959006,137.1.1.2.9,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v42959006,137.1.1.2.9,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Statistically different from the provincial rate,Number,223,units,0,v42959007,137.1.1.2.10,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Statistically different from the provincial rate,Number,223,units,0,v42959007,137.1.1.2.10,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Statistically different from the peer group rate,Number,223,units,0,v42959008,137.1.1.2.11,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Statistically different from the peer group rate,Number,223,units,0,v42959008,137.1.1.2.11,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v42959009,137.1.1.2.12,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v42959009,137.1.1.2.12,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v47924013,137.1.1.37.1,8495
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v47924013,137.1.1.37.1,7379
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v47924017,137.1.1.37.2,6304
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v47924017,137.1.1.37.2,3803
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v47924018,137.1.1.37.3,10687
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v47924018,137.1.1.37.3,10956
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v47924020,137.1.1.37.5,6.8
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v47924020,137.1.1.37.5,5.7
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v47924021,137.1.1.37.6,5
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v47924021,137.1.1.37.6,2.9
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v47924022,137.1.1.37.7,8.6
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v47924022,137.1.1.37.7,8.4
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v47924024,137.1.1.37.9,1
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v47924024,137.1.1.37.9,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Statistically different from the provincial rate,Number,223,units,0,v47924014,137.1.1.37.10,1
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Statistically different from the provincial rate,Number,223,units,0,v47924014,137.1.1.37.10,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Statistically different from the peer group rate,Number,223,units,0,v47924015,137.1.1.37.11,1
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Statistically different from the peer group rate,Number,223,units,0,v47924015,137.1.1.37.11,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v47924016,137.1.1.37.12,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v47924016,137.1.1.37.12,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v49054751,137.1.1.45.1,116843
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v49054751,137.1.1.45.1,117573
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v49054755,137.1.1.45.2,113688
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v49054755,137.1.1.45.2,112223
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v49054756,137.1.1.45.3,119997
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,223,units,0,v49054756,137.1.1.45.3,122923
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v49054758,137.1.1.45.5,93.6
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Percent,Percent,239,units,0,v49054758,137.1.1.45.5,90.7
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percent",Percent,239,units,0,v49054759,137.1.1.45.6,91.8
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, percent",Percent,239,units,0,v49054759,137.1.1.45.6,86.7
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, percent",Percent,239,units,0,v49054760,137.1.1.45.7,95.3
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, percent",Percent,239,units,0,v49054760,137.1.1.45.7,94.7
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Statistically different from the Canada rate,Number,223,units,0,v49054762,137.1.1.45.9,1
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Statistically different from the Canada rate,Number,223,units,0,v49054762,137.1.1.45.9,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Statistically different from the provincial rate,Number,223,units,0,v49054752,137.1.1.45.10,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Statistically different from the provincial rate,Number,223,units,0,v49054752,137.1.1.45.10,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Statistically different from the peer group rate,Number,223,units,0,v49054753,137.1.1.45.11,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Statistically different from the peer group rate,Number,223,units,0,v49054753,137.1.1.45.11,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,223,units,0,v49054754,137.1.1.45.12,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,223,units,0,v49054754,137.1.1.45.12,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Number of persons,Number,223,units,0,v42959010,137.1.1.18.1,26705
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Number of persons,Number,223,units,0,v42959010,137.1.1.18.1,20661
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v42959011,137.1.1.18.2,22284
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, number of persons",Number,223,units,0,v42959011,137.1.1.18.2,17090
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v42959012,137.1.1.18.3,31127
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, number of persons",Number,223,units,0,v42959012,137.1.1.18.3,24233
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Percent,Percent,239,units,0,v42959014,137.1.1.18.5,21.6
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Percent,Percent,239,units,0,v42959014,137.1.1.18.5,16.1
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v42959015,137.1.1.18.6,18
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)","Low 95% confidence interval, percent",Percent,239,units,0,v42959015,137.1.1.18.6,13.3
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v42959016,137.1.1.18.7,25.1
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)","High 95% confidence interval, percent",Percent,239,units,0,v42959016,137.1.1.18.7,18.9
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Statistically different from the Canada rate,Number,223,units,0,v42959018,137.1.1.18.9,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Statistically different from the Canada rate,Number,223,units,0,v42959018,137.1.1.18.9,-1
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Statistically different from the provincial rate,Number,223,units,0,v42959019,137.1.1.18.10,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Statistically different from the provincial rate,Number,223,units,0,v42959019,137.1.1.18.10,-1
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Statistically different from the peer group rate,Number,223,units,0,v42959020,137.1.1.18.11,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Statistically different from the peer group rate,Number,223,units,0,v42959020,137.1.1.18.11,-1
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Statistically different from previous reference period,Number,223,units,0,v42959021,137.1.1.18.12,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Perceived life stress, quite a lot (15 years and over)",Statistically different from previous reference period,Number,223,units,0,v42959021,137.1.1.18.12,-1
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v42959238,137.1.1.19.1,90321
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,Number,223,units,0,v42959238,137.1.1.19.1,88062
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v42959239,137.1.1.19.2,85628
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,223,units,0,v42959239,137.1.1.19.2,82499
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v42959240,137.1.1.19.3,95014
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,223,units,0,v42959240,137.1.1.19.3,93624
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v42959242,137.1.1.19.5,72.8
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v42959242,137.1.1.19.5,68.3
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v42959243,137.1.1.19.6,69.2
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, percent",Percent,239,units,0,v42959243,137.1.1.19.6,64
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v42959244,137.1.1.19.7,76.4
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, percent",Percent,239,units,0,v42959244,137.1.1.19.7,72.7
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v42959246,137.1.1.19.9,1
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the Canada rate,Number,223,units,0,v42959246,137.1.1.19.9,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the provincial rate,Number,223,units,0,v42959247,137.1.1.19.10,1
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the provincial rate,Number,223,units,0,v42959247,137.1.1.19.10,1
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the peer group rate,Number,223,units,0,v42959248,137.1.1.19.11,1
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from the peer group rate,Number,223,units,0,v42959248,137.1.1.19.11,1
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v42959249,137.1.1.19.12,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,223,units,0,v42959249,137.1.1.19.12,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Number of persons,Number,223,units,0,v47924097,137.1.1.44.1,10200
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Number of persons,Number,223,units,0,v47924097,137.1.1.44.1,12641
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v47924101,137.1.1.44.2,7526
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,"Low 95% confidence interval, number of persons",Number,223,units,0,v47924101,137.1.1.44.2,8850
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v47924102,137.1.1.44.3,12874
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,"High 95% confidence interval, number of persons",Number,223,units,0,v47924102,137.1.1.44.3,16433
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Percent,Percent,239,units,0,v47924104,137.1.1.44.5,7.9
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Percent,Percent,239,units,0,v47924104,137.1.1.44.5,9.5
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v47924105,137.1.1.44.6,5.8
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,"Low 95% confidence interval, percent",Percent,239,units,0,v47924105,137.1.1.44.6,6.6
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v47924106,137.1.1.44.7,10
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,"High 95% confidence interval, percent",Percent,239,units,0,v47924106,137.1.1.44.7,12.3
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v47924108,137.1.1.44.9,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Statistically different from the Canada rate,Number,223,units,0,v47924108,137.1.1.44.9,1
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Statistically different from the provincial rate,Number,223,units,0,v47924098,137.1.1.44.10,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Statistically different from the provincial rate,Number,223,units,0,v47924098,137.1.1.44.10,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Statistically different from the peer group rate,Number,223,units,0,v47924099,137.1.1.44.11,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Statistically different from the peer group rate,Number,223,units,0,v47924099,137.1.1.44.11,0
2007/2008,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v47924100,137.1.1.44.12,0
2009/2010,"Chinook Regional Health Authority, Alberta",4821-A,Mood disorder,Statistically different from previous reference period,Number,223,units,0,v47924100,137.1.1.44.12,0
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v42959298,138.1.1.2.1,64305
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Number of persons,Number,223,units,0,v42959298,138.1.1.2.1,67622
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v42959299,138.1.1.2.2,61258
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,223,units,0,v42959299,138.1.1.2.2,63916
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v42959300,138.1.1.2.3,67352
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,223,units,0,v42959300,138.1.1.2.3,71327
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v42959302,138.1.1.2.5,72.1
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v42959302,138.1.1.2.5,74.6
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v42959303,138.1.1.2.6,68.7
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent","Low 95% confidence interval, percent",Percent,239,units,0,v42959303,138.1.1.2.6,70.6
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v42959304,138.1.1.2.7,75.4
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent","High 95% confidence interval, percent",Percent,239,units,0,v42959304,138.1.1.2.7,78.6
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v42959306,138.1.1.2.9,0
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Statistically different from the Canada rate,Number,223,units,0,v42959306,138.1.1.2.9,0
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Statistically different from the provincial rate,Number,223,units,0,v42959307,138.1.1.2.10,0
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Statistically different from the provincial rate,Number,223,units,0,v42959307,138.1.1.2.10,0
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Statistically different from the peer group rate,Number,223,units,0,v42959308,138.1.1.2.11,0
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Statistically different from the peer group rate,Number,223,units,0,v42959308,138.1.1.2.11,0
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v42959309,138.1.1.2.12,0
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,223,units,0,v42959309,138.1.1.2.12,0
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v47931057,138.1.1.37.1,3431
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Number of persons,Number,223,units,0,v47931057,138.1.1.37.1,3227
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v47931061,138.1.1.37.2,2284
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,223,units,0,v47931061,138.1.1.37.2,1975
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v47931062,138.1.1.37.3,4577
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,223,units,0,v47931062,138.1.1.37.3,4478
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v47931064,138.1.1.37.5,3.8
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v47931064,138.1.1.37.5,3.6
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v47931065,138.1.1.37.6,2.6
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor","Low 95% confidence interval, percent",Percent,239,units,0,v47931065,138.1.1.37.6,2.2
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v47931066,138.1.1.37.7,5.1
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor","High 95% confidence interval, percent",Percent,239,units,0,v47931066,138.1.1.37.7,4.9
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v47931068,138.1.1.37.9,0
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Statistically different from the Canada rate,Number,223,units,0,v47931068,138.1.1.37.9,-1
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Statistically different from the provincial rate,Number,223,units,0,v47931058,138.1.1.37.10,0
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Statistically different from the provincial rate,Number,223,units,0,v47931058,138.1.1.37.10,0
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Statistically different from the peer group rate,Number,223,units,0,v47931059,138.1.1.37.11,0
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Statistically different from the peer group rate,Number,223,units,0,v47931059,138.1.1.37.11,-1
2007/2008,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v47931060,138.1.1.37.12,0
2009/2010,"Palliser Health Region, Alberta",4822-E,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,223,units,0,v47931060,138.1.1.37.12,0
2007/2008,"Palliser Health Region, Alberta",4822-E,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v49061975,138.1.1.45.1,82550
2009/2010,"Palliser Health Region, Alberta",4822-E,"Life satisfaction, satisfied or very satisfied",Number of persons,Number,223,units,0,v49061975,138.1.1.45.1,84771
2007/2008,"Palliser Health Region, Alberta",4822-E,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v49061979,138.1.1.45.2,80359
2009/2010,"Palliser Health Region, Alberta",4822-E,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,223,units,0,v49061979,138.1.1.45.2,82735
